Movie Name,Storyline
2647. Memorabilia,An old gay man tries to remember all his past lovers.
2648. Dikkie Dik 2: Een nieuwe vriend voor Dikkie Dik,"On a winter's day, Dikkie Dik and Poes Muis discover something new: snow! But there is also a new neighbour; a big, noisy dog called Blaf. Brr, the cats don't like that!"
2649. Arenas,"At 18, Brahim, a promising footballer, is preparing to sign his first professional contract in Lyon. However, the arrival of a powerful foreign agent changes things, and he and his cousin race against time."
2650. Camera,"Follows nine-year-old Oscar, a non-verbal child who struggles to fit in, as he meets Eric, a kind repair shop owner, and become unlikely friends after being brought together by a damaged film format camera."
2651. Zurawski v Texas,"Women denied abortions in Texas despite life-threatening circumstances join forces with a lawyer to file a lawsuit against the state, aiming to restore reproductive rights for themselves and others."
2652. What We Find on the Road,"Estranged dad challenges TJ with a vintage car on his 18th birthday, urging a cross-country road trip. With eccentric companions, TJ embarks on a humorous, resilient journey, realizing life's longest roads can lead home."
2653. La Piel del Agua,"Camila (15) has to go back to live with her father. She has not spoken to him since her mom fell into a coma after a car accident. She then meets Diego (28) in whom she tries to find emotional refuge, but everything about him is chaotic."
2654. Naach Ga Ghuma,"Follows the lively duo - the woman of the house and the house help, and how their love-hate relationship unfolds in a humorous drama."
2655. Last ExMas,"Maggie and Julianne are ex-girlfriends who unexpectedly rekindle the spark during a hometown visit for the holidays. Are they meant to be? They'll have to navigate their feelings, the gossiping town, and ghosts of exes past to find out."
2657. You Shall Not Sleep Tonight,"A boy is haunted by nightmares where a monster lurks inside the closet. To his relief, his father helps him to face his fears."
2658. Brandy Hellville & the Cult of Fast Fashion,The Instagram-perfect image of Brandy Melville hides a toxic culture endemic to fast fashion.
2659. Kudi Haryane Val Di,"A Punjabi man uninterested in wrestling falls for a Haryanvi woman passionate about the sport. He strives to embrace her love for wrestling, to win her heart."
2660. Elizabeth Taylor: The Lost Tapes,Newly discovered interviews with Elizabeth Taylor and unprecedented access to the star's personal archive reveal the complex inner life and vulnerability of the groundbreaking icon.
2661. 2nd Miracle in Cell No. 7,"Two years have passed, and Kartika lives with Hendro and Linda. However, when Hendro agrees to adopt Kartika, the Social Service prevents it. The inmates in cell No. 7 and Hendro decide to fight for justice in their own way."
2662. ElemenTory,"Following the disappearance of their son, a couple joins other parents whose children have gone missing from school. Frustrated by the lack of progress they take control of the school looking for answers."
2663. Reversi,A man's undying love for his wife and son makes him go to great lengths to correct his past for a better future.
2664. Teasing Master Takagi-san Movie,"Takagi, now grown up, revisits her middle school as a trainer. She encounters Nishikata, her former classmate she used to tease, now a PE teacher there. Their playful dynamic resumes, leading to more interactions between the two."
2665. Pins & Needles,"An uneventful ride to campus becomes a nightmare as MAX, a diabetic, biology student, is entrapped in a diabolical wellness experiment. With her insulin supply dwindling, Max is forced into a deadly game of cat and mouse to save her life."
2666. Ni Main Sass Kuttni 2,"A vengeful mother-in-law locks horns with her daughter-in-law in a twisted tale laced with dark comedy, political intrigue, and chilling thrills."
2667. Go Away,"During a family gathering, dinner is interrupted by a knock at the door. 5 intruders take the guests hostage and put them through a series of sadistic games. As the night goes on, the intruders realize they also may have something to fear."
2668. L,"Investigation, Horror thriller. Renuka,IG of police, observes a disturbing pattern of suspicious deaths among women across various regions of Kerala. Discovering similarities to cases in Hungary and other countries during the 1980s"
2669. Passport,"Follows two friends risking it all for a better life abroad, but get entangled in a perilous smuggling operation, with romance and destiny intertwined, amidst thrills, suspense, and adventure."
2671. Family Vacation,"An internet-famous couple, desperate to get one another to confront their marital shortcomings, take a turbulent trip down memory lane."
2672. Firecracker,"When a heist goes dramatically wrong, leaving a hostage in peril, an unlikely trio find themselves fighting for their lives and their sanity on bonfire night."
2673. Stopping the Steal,An inside account of President Trump's challenge to the results of the 2020 presidential election as told by former White House staff and appointees.
2674. The Big Trip 3: Race Around the World,"After two adventures, bear Mik-Mik longs for peace with his family and bees. But when a clumsy stork delivers the wrong baby again, his dreams are dashed. To make things right, Mik-Mik embarks on another wild adventure to fix the mix-up."
2675. Chris Brown: A History of Violence,"Explore the biographical film that delves into the controversial personal life of Chris Brown, an iconic singer while exploring allegations of domestic violence, assault charges and sexual misconduct."
2676. The Judgement,"A prominent lawyer grapples with ethical quandaries and intricate legal obstacles when attempting to rectify past errors, inadvertently impacting society on a larger scale."
